,AppName,Company,StarRating,TotalReviews,TotalDownloads,ContainsAds,Editors,RatedAgeGroup,Category,Score(Avg),TopFeatures
201,Country Delight: Milk Delivery,Country Delight,4.3,63100,5000000,no,no,>12 years,Food&Drink,3.4491,"('fast delivery', 458), ('user friendly', 297), ('food delivery', 257), ('country delight', 256), ('barbecue nation', 255), ('pizza hut', 230), ('super tip', 229), ('food service', 229), ('order food', 216), ('eat club', 138), ('grower india', 136), ('milk delivery', 131), ('jubilant woodwork', 128), ('swiggysocial swing', 127), ('buffalo milk', 127), ('meat chicken', 127), ('socialsupport blanket', 127), ('chicken fresh', 126), ('recipe book', 125), ('kitchen story', 120), ('reward point', 120), ('cook recipe', 118), ('order pizza', 118), ('meat halal', 116), ('fruit vegetable', 111), ('offer discount', 110), ('food price', 101), ('chicken mutton', 93), ('order fish', 86), ('order egg', 73), ('kfc chicken', 52), ('service box', 43), ('coco lava', 39), ('service discount', 33), ('chicken breast', 29), ('ice cream', 27), ('ui ux', 23), ('codex card', 21), ('fresh tender', 21), ('surge charge', 18), ('ui change', 18), ('fresh nutritious', 14), ('crisp chicken', 14), ('user interface', 13), ('flavor authentic', 13), ('clean cut', 12), ('mouth watering', 12), ('point count', 12), ('menu price', 9), ('star rating', 9), ('restaurant charge', 8), ('tomato check', 7), ('recipe ui', 7), ('phone number', 7), ('guest satisfaction', 3) "
202,McDonald's India Food Delivery,McDonald's India - West & South,4.1,132000,5000000,no,no,>3 years,Food&Drink,2.7163,"('fast delivery', 458), ('user friendly', 297), ('food delivery', 257), ('country delight', 256), ('barbecue nation', 255), ('pizza hut', 230), ('super tip', 229), ('food service', 229), ('order food', 216), ('eat club', 138), ('grower india', 136), ('milk delivery', 131), ('jubilant woodwork', 128), ('swiggysocial swing', 127), ('buffalo milk', 127), ('meat chicken', 127), ('socialsupport blanket', 127), ('chicken fresh', 126), ('recipe book', 125), ('kitchen story', 120), ('reward point', 120), ('cook recipe', 118), ('order pizza', 118), ('meat halal', 116), ('fruit vegetable', 111), ('offer discount', 110), ('food price', 101), ('chicken mutton', 93), ('order fish', 86), ('order egg', 73), ('kfc chicken', 52), ('service box', 43), ('coco lava', 39), ('service discount', 33), ('chicken breast', 29), ('ice cream', 27), ('ui ux', 23), ('codex card', 21), ('fresh tender', 21), ('surge charge', 18), ('ui change', 18), ('fresh nutritious', 14), ('crisp chicken', 14), ('user interface', 13), ('flavor authentic', 13), ('clean cut', 12), ('mouth watering', 12), ('point count', 12), ('menu price', 9), ('star rating', 9), ('restaurant charge', 8), ('tomato check', 7), ('recipe ui', 7), ('phone number', 7), ('guest satisfaction', 3) "
203,Domino's - Online Food D,Jubiliant Foodworks,4.5,914000,50000000,no,no,>3 years,Food&Drink,4.6548,"('fast delivery', 458), ('user friendly', 297), ('food delivery', 257), ('country delight', 256), ('barbecue nation', 255), ('pizza hut', 230), ('super tip', 229), ('food service', 229), ('order food', 216), ('eat club', 138), ('grower india', 136), ('milk delivery', 131), ('jubilant woodwork', 128), ('swiggysocial swing', 127), ('buffalo milk', 127), ('meat chicken', 127), ('socialsupport blanket', 127), ('chicken fresh', 126), ('recipe book', 125), ('kitchen story', 120), ('reward point', 120), ('cook recipe', 118), ('order pizza', 118), ('meat halal', 116), ('fruit vegetable', 111), ('offer discount', 110), ('food price', 101), ('chicken mutton', 93), ('order fish', 86), ('order egg', 73), ('kfc chicken', 52), ('service box', 43), ('coco lava', 39), ('service discount', 33), ('chicken breast', 29), ('ice cream', 27), ('ui ux', 23), ('codex card', 21), ('fresh tender', 21), ('surge charge', 18), ('ui change', 18), ('fresh nutritious', 14), ('crisp chicken', 14), ('user interface', 13), ('flavor authentic', 13), ('clean cut', 12), ('mouth watering', 12), ('point count', 12), ('menu price', 9), ('star rating', 9), ('restaurant charge', 8), ('tomato check', 7), ('recipe ui', 7), ('phone number', 7), ('guest satisfaction', 3) "
204,BOX8 - Order Food Online | Foo,PHPL,4.5,71200,1000000,no,no,>3 years,Food&Drink,3.8654,"('fast delivery', 458), ('user friendly', 297), ('food delivery', 257), ('country delight', 256), ('barbecue nation', 255), ('pizza hut', 230), ('super tip', 229), ('food service', 229), ('order food', 216), ('eat club', 138), ('grower india', 136), ('milk delivery', 131), ('jubilant woodwork', 128), ('swiggysocial swing', 127), ('buffalo milk', 127), ('meat chicken', 127), ('socialsupport blanket', 127), ('chicken fresh', 126), ('recipe book', 125), ('kitchen story', 120), ('reward point', 120), ('cook recipe', 118), ('order pizza', 118), ('meat halal', 116), ('fruit vegetable', 111), ('offer discount', 110), ('food price', 101), ('chicken mutton', 93), ('order fish', 86), ('order egg', 73), ('kfc chicken', 52), ('service box', 43), ('coco lava', 39), ('service discount', 33), ('chicken breast', 29), ('ice cream', 27), ('ui ux', 23), ('codex card', 21), ('fresh tender', 21), ('surge charge', 18), ('ui change', 18), ('fresh nutritious', 14), ('crisp chicken', 14), ('user interface', 13), ('flavor authentic', 13), ('clean cut', 12), ('mouth watering', 12), ('point count', 12), ('menu price', 9), ('star rating', 9), ('restaurant charge', 8), ('tomato check', 7), ('recipe ui', 7), ('phone number', 7), ('guest satisfaction', 3) "
205,"Licious - Chicken, Fish & Meat",Delightful Gournet Pvt Ltd,4.6,104000,10000000,no,no,>3 years,Food&Drink,3.4699,"('fast delivery', 458), ('user friendly', 297), ('food delivery', 257), ('country delight', 256), ('barbecue nation', 255), ('pizza hut', 230), ('super tip', 229), ('food service', 229), ('order food', 216), ('eat club', 138), ('grower india', 136), ('milk delivery', 131), ('jubilant woodwork', 128), ('swiggysocial swing', 127), ('buffalo milk', 127), ('meat chicken', 127), ('socialsupport blanket', 127), ('chicken fresh', 126), ('recipe book', 125), ('kitchen story', 120), ('reward point', 120), ('cook recipe', 118), ('order pizza', 118), ('meat halal', 116), ('fruit vegetable', 111), ('offer discount', 110), ('food price', 101), ('chicken mutton', 93), ('order fish', 86), ('order egg', 73), ('kfc chicken', 52), ('service box', 43), ('coco lava', 39), ('service discount', 33), ('chicken breast', 29), ('ice cream', 27), ('ui ux', 23), ('codex card', 21), ('fresh tender', 21), ('surge charge', 18), ('ui change', 18), ('fresh nutritious', 14), ('crisp chicken', 14), ('user interface', 13), ('flavor authentic', 13), ('clean cut', 12), ('mouth watering', 12), ('point count', 12), ('menu price', 9), ('star rating', 9), ('restaurant charge', 8), ('tomato check', 7), ('recipe ui', 7), ('phone number', 7), ('guest satisfaction', 3) "
206,Swiggy Food & Grocery Delivery,Swiggy,4.4,4920000,100000000,no,yes,>3 years,Food&Drink,4.2698,"('fast delivery', 458), ('user friendly', 297), ('food delivery', 257), ('country delight', 256), ('barbecue nation', 255), ('pizza hut', 230), ('super tip', 229), ('food service', 229), ('order food', 216), ('eat club', 138), ('grower india', 136), ('milk delivery', 131), ('jubilant woodwork', 128), ('swiggysocial swing', 127), ('buffalo milk', 127), ('meat chicken', 127), ('socialsupport blanket', 127), ('chicken fresh', 126), ('recipe book', 125), ('kitchen story', 120), ('reward point', 120), ('cook recipe', 118), ('order pizza', 118), ('meat halal', 116), ('fruit vegetable', 111), ('offer discount', 110), ('food price', 101), ('chicken mutton', 93), ('order fish', 86), ('order egg', 73), ('kfc chicken', 52), ('service box', 43), ('coco lava', 39), ('service discount', 33), ('chicken breast', 29), ('ice cream', 27), ('ui ux', 23), ('codex card', 21), ('fresh tender', 21), ('surge charge', 18), ('ui change', 18), ('fresh nutritious', 14), ('crisp chicken', 14), ('user interface', 13), ('flavor authentic', 13), ('clean cut', 12), ('mouth watering', 12), ('point count', 12), ('menu price', 9), ('star rating', 9), ('restaurant charge', 8), ('tomato check', 7), ('recipe ui', 7), ('phone number', 7), ('guest satisfaction', 3) "
207,KFC India online ordering app,Yum Brands Inc - India Division,3.8,78500,10000000,no,no,>3 years,Food&Drink,2.4562,"('fast delivery', 458), ('user friendly', 297), ('food delivery', 257), ('country delight', 256), ('barbecue nation', 255), ('pizza hut', 230), ('super tip', 229), ('food service', 229), ('order food', 216), ('eat club', 138), ('grower india', 136), ('milk delivery', 131), ('jubilant woodwork', 128), ('swiggysocial swing', 127), ('buffalo milk', 127), ('meat chicken', 127), ('socialsupport blanket', 127), ('chicken fresh', 126), ('recipe book', 125), ('kitchen story', 120), ('reward point', 120), ('cook recipe', 118), ('order pizza', 118), ('meat halal', 116), ('fruit vegetable', 111), ('offer discount', 110), ('food price', 101), ('chicken mutton', 93), ('order fish', 86), ('order egg', 73), ('kfc chicken', 52), ('service box', 43), ('coco lava', 39), ('service discount', 33), ('chicken breast', 29), ('ice cream', 27), ('ui ux', 23), ('codex card', 21), ('fresh tender', 21), ('surge charge', 18), ('ui change', 18), ('fresh nutritious', 14), ('crisp chicken', 14), ('user interface', 13), ('flavor authentic', 13), ('clean cut', 12), ('mouth watering', 12), ('point count', 12), ('menu price', 9), ('star rating', 9), ('restaurant charge', 8), ('tomato check', 7), ('recipe ui', 7), ('phone number', 7), ('guest satisfaction', 3) "
208,Blinkit: Grocery in minutes,Grofers India Pvt Ltd,4.4,922000,10000000,no,no,>3 years,Food&Drink,4.2258,"('fast delivery', 458), ('user friendly', 297), ('food delivery', 257), ('country delight', 256), ('barbecue nation', 255), ('pizza hut', 230), ('super tip', 229), ('food service', 229), ('order food', 216), ('eat club', 138), ('grower india', 136), ('milk delivery', 131), ('jubilant woodwork', 128), ('swiggysocial swing', 127), ('buffalo milk', 127), ('meat chicken', 127), ('socialsupport blanket', 127), ('chicken fresh', 126), ('recipe book', 125), ('kitchen story', 120), ('reward point', 120), ('cook recipe', 118), ('order pizza', 118), ('meat halal', 116), ('fruit vegetable', 111), ('offer discount', 110), ('food price', 101), ('chicken mutton', 93), ('order fish', 86), ('order egg', 73), ('kfc chicken', 52), ('service box', 43), ('coco lava', 39), ('service discount', 33), ('chicken breast', 29), ('ice cream', 27), ('ui ux', 23), ('codex card', 21), ('fresh tender', 21), ('surge charge', 18), ('ui change', 18), ('fresh nutritious', 14), ('crisp chicken', 14), ('user interface', 13), ('flavor authentic', 13), ('clean cut', 12), ('mouth watering', 12), ('point count', 12), ('menu price', 9), ('star rating', 9), ('restaurant charge', 8), ('tomato check', 7), ('recipe ui', 7), ('phone number', 7), ('guest satisfaction', 3) "
209,Uber Eats: Food Delivery,"Uber Technologies, Inc.",3.7,4780000,100000000,yes,no,>3 years,Food&Drink,3.6874,"('fast delivery', 458), ('user friendly', 297), ('food delivery', 257), ('country delight', 256), ('barbecue nation', 255), ('pizza hut', 230), ('super tip', 229), ('food service', 229), ('order food', 216), ('eat club', 138), ('grower india', 136), ('milk delivery', 131), ('jubilant woodwork', 128), ('swiggysocial swing', 127), ('buffalo milk', 127), ('meat chicken', 127), ('socialsupport blanket', 127), ('chicken fresh', 126), ('recipe book', 125), ('kitchen story', 120), ('reward point', 120), ('cook recipe', 118), ('order pizza', 118), ('meat halal', 116), ('fruit vegetable', 111), ('offer discount', 110), ('food price', 101), ('chicken mutton', 93), ('order fish', 86), ('order egg', 73), ('kfc chicken', 52), ('service box', 43), ('coco lava', 39), ('service discount', 33), ('chicken breast', 29), ('ice cream', 27), ('ui ux', 23), ('codex card', 21), ('fresh tender', 21), ('surge charge', 18), ('ui change', 18), ('fresh nutritious', 14), ('crisp chicken', 14), ('user interface', 13), ('flavor authentic', 13), ('clean cut', 12), ('mouth watering', 12), ('point count', 12), ('menu price', 9), ('star rating', 9), ('restaurant charge', 8), ('tomato check', 7), ('recipe ui', 7), ('phone number', 7), ('guest satisfaction', 3) "
210,Yoga for Beginner,Leap Fitness Group,4.8,68900,1000000,yes,no,>3 years,Health&Fitness,4.8673,"('variety workout', 260), ('calorie counter', 230), ('life change', 187), ('sam harris', 178), ('insight timer', 177), ('full body', 142), ('counter weight', 129), ('drink water', 128), ('weight loss', 126), ('people myfitnesspal', 122), ('barcode scanner', 121), ('workout trainer', 118), ('heart rate', 117), ('yoga exercise', 116), ('user friendly', 112), ('freeletic year', 112), ('blue light', 104), ('urbandroid level', 102), ('workout fitness', 71), ('phone gps', 43), ('sleep story', 42), ('meditation sleep', 39), ('track run', 39), ('feel relaxed', 36), ('user interface', 32), ('lock paywall', 29), ('leap fitness', 27), ('meal track', 23), ('light filter', 19), ('sleep cast', 16), ('meditation timer', 13), ('sleep music', 12)"
211,Home Workout – No Equipment,Leap Fitness Group,4.8,3060000,100000000,yes,no,>3 years,Health&Fitness,4.3698,"('variety workout', 260), ('calorie counter', 230), ('life change', 187), ('sam harris', 178), ('insight timer', 177), ('full body', 142), ('counter weight', 129), ('drink water', 128), ('weight loss', 126), ('people myfitnesspal', 122), ('barcode scanner', 121), ('workout trainer', 118), ('heart rate', 117), ('yoga exercise', 116), ('user friendly', 112), ('freeletic year', 112), ('blue light', 104), ('urbandroid level', 102), ('workout fitness', 71), ('phone gps', 43), ('sleep story', 42), ('meditation sleep', 39), ('track run', 39), ('feel relaxed', 36), ('user interface', 32), ('lock paywall', 29), ('leap fitness', 27), ('meal track', 23), ('light filter', 19), ('sleep cast', 16), ('meditation timer', 13), ('sleep music', 12)"
